Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene:AT1G65985	-	1	-	24562398	24568966	11.608379	4.583388	8.226258
gene:AT1G65980	-	1	-	24559253	24560980	393.914368	193.342453	347.010773
gene:AT1G66070	-	1	-	24595774	24598631	34.790379	13.051737	23.425243
gene:AT1G08813	-	1	-	24605427	24605567	0.000000	0.000000	0.000000
gene:AT1G66100	-	1	-	24605538	24606722	0.000000	0.000000	0.000000
gene:AT1G66080	-	1	-	24599939	24601308	7.827695	2.864411	5.141041
gene:AT1G66110	-	1	-	24609094	24610369	0.446274	0.163306	0.293102
gene:AT1G66130	-	1	+	24614817	24616960	60.368488	22.090813	39.648563
gene:AT1G66140	-	1	-	24619830	24622117	25.743065	9.420234	16.907423
gene:AT1G66170	-	1	-	24638685	24641494	0.000000	0.000000	0.000000
gene:AT1G66173	-	1	+	24642586	24644068	0.918409	0.336076	0.603189
gene:AT1G66160	-	1	+	24637196	24638608	9.590234	3.509382	6.298634
gene:AT1G66150	-	1	+	24631338	24634781	94.383919	34.538177	61.989079
gene:AT1G66190	-	1	-	24652741	24653998	12.456280	4.558162	8.180984
gene:AT1G66180	-	1	+	24647121	24648839	105.065163	38.446796	69.004257
gene:AT1G66230	-	1	+	24677121	24678580	7.000000	2.561530	4.597431
gene:AT1G66240	-	1	-	24686114	24687417	330.672882	134.799591	241.938126
gene:AT1G66200	-	1	-	24655115	24657703	583.506165	216.999176	389.469849
gene:AT1G66250	-	1	+	24692799	24695660	18.693016	6.840389	12.277122
gene:AT1G66260	-	1	-	24695637	24698914	172.928940	66.344582	119.075172
gene:AT1G66270	-	1	-	24699868	24703166	296.983459	108.676010	195.051559
gene:AT1G66280	-	1	-	24706512	24709996	201.267273	73.650307	132.187485
gene:AT1G66340	-	1	+	24734162	24737756	41.786716	15.291133	27.444506
gene:AT1G66345	-	1	+	24737719	24739353	4.956973	1.813919	3.255620
gene:AT1G66330	-	1	-	24729629	24732575	179.788986	71.305557	127.979134
gene:AT1G66360	-	1	+	24751310	24752834	0.000000	0.000000	0.000000
gene:AT1G66370	-	1	+	24753589	24754761	0.000000	0.000000	0.000000
gene:AT1G66350	-	1	+	24748105	24750186	8.658502	3.168430	5.686695
gene:AT1G66380	-	1	+	24757298	24758953	0.000000	0.000000	0.000000
gene:AT1G66390	-	1	+	24763941	24765541	2.506986	0.917389	1.646528
gene:AT1G66400	-	1	-	24770419	24771393	11.426666	4.181393	7.504758
gene:AT1G66420	-	1	+	24777184	24778032	0.213192	0.078014	0.140019
gene:AT1G66410	-	1	-	24774113	24775984	56.377670	33.762711	60.597271
gene:AT1G66440	-	1	+	24782042	24784397	0.785654	0.287497	0.515999
gene:AT1G66450	-	1	+	24786028	24788370	0.970551	0.373308	0.670013
gene:AT1G66465	-	1	+	24788868	24790516	3.437793	1.258001	2.257859
gene:AT1G66460	-	1	-	24789735	24792163	0.752194	0.275252	0.494023
gene:AT1G66470	-	1	+	24795214	24797015	6.827840	2.498531	4.484360
gene:AT1G66430	-	1	+	24778257	24780742	116.075287	42.475765	76.235443
gene:AT1G66480	-	1	-	24805418	24807557	12.875634	4.711618	8.456406
gene:AT1G66570	-	1	-	24835244	24837441	0.478736	0.175185	0.314422
gene:AT1G66540	-	1	+	24824356	24826683	13.482925	6.097176	10.943204
gene:AT1G66500	-	1	-	24811080	24812661	8.111252	2.968174	5.327274
gene:AT1G66510	-	1	+	24812793	24816620	15.487138	7.111171	12.763120
gene:AT1G66520	-	1	-	24816128	24818744	13.272358	4.897892	8.790730
gene:AT1G66530	-	1	-	24818911	24822410	35.663185	13.050331	23.422718
gene:AT1G66580	-	1	+	24839090	24840806	112.521286	41.175236	73.901260
gene:AT1G66600	-	1	+	24848320	24849543	1.083333	0.396427	0.711507
gene:AT1G66590	-	1	+	24840899	24842609	16.939203	6.754961	12.123796
gene:AT1G66620	-	1	-	24852509	24854153	10.531157	3.853696	6.916610
gene:AT1G66650	-	1	-	24859917	24861821	1.166948	0.427025	0.766423
gene:AT1G66660	-	1	-	24861876	24863426	10.565480	3.884627	6.972123
gene:AT1G66690	-	1	-	24869340	24870865	1.256888	0.459937	0.825494
gene:AT1G66670	-	1	-	24863734	24865848	291.628510	106.716461	191.534561
gene:AT1G66680	-	1	-	24866095	24869087	60.974670	22.312635	40.046692
gene:AT1G66700	-	1	-	24873206	24874766	11.918022	4.647029	8.340483
gene:AT1G66740	-	1	+	24892340	24893876	30.196566	11.049916	19.832375
gene:AT1G66750	-	1	+	24894523	24897259	18.698639	6.842447	12.280814
gene:AT1G66725	-	1	+	24884066	24884396	33.725075	12.341113	22.149815
gene:AT1G66730	-	1	+	24884681	24892046	23.283445	8.520178	15.292005
gene:AT1G66760	-	1	+	24901882	24904443	14.797020	7.028592	12.614906
gene:AT1G66795	-	1	+	24921086	24921217	0.356061	0.130294	0.233852
gene:AT1G66780	-	1	+	24909178	24911740	0.809497	0.296222	0.531658
gene:AT1G08847	-	1	+	24912512	24912977	32.341175	11.834699	21.240904
gene:AT1G66783	-	1	-	24913202	24913299	13.622449	4.984902	8.946896
gene:AT1G66800	-	1	+	24924774	24926412	2.685338	0.982653	1.763665
gene:AT1G66810	-	1	-	24927246	24929054	3.813749	1.612671	2.894420
gene:AT1G66820	-	1	+	24929887	24930627	0.000000	0.000000	0.000000
gene:AT1G66830	-	1	-	24929898	24932937	13.899089	5.086133	9.128586
gene:AT1G66860	-	1	+	24942188	24944514	0.418206	0.153035	0.274668
gene:AT1G66840	-	1	-	24933777	24936512	28.347399	10.565920	18.963699
gene:AT1G66870	-	1	-	24945484	24946968	0.000000	0.000000	0.000000
gene:AT1G08853	-	1	+	24945530	24945945	0.000000	0.000000	0.000000
gene:AT1G66880	-	1	+	24946928	24955694	10.351178	4.426216	7.944167
gene:AT1G08857	-	1	-	24948393	24953988	0.000000	0.000000	0.000000
gene:AT1G66890	-	1	+	24957362	24958293	53.646996	19.631199	35.234051
gene:AT1G66920	-	1	-	24965134	24967586	0.917688	0.335812	0.602715
gene:AT1G66900	-	1	+	24959250	24961616	47.795547	17.489962	31.390961
gene:AT1G66950	-	1	+	24978121	24984619	0.119586	0.043760	0.078541
gene:AT1G66960	-	1	-	24984878	24992043	0.442758	0.174076	0.312432
gene:AT1G08867	-	1	-	24969874	24970120	0.000000	0.000000	0.000000
gene:AT1G66930	-	1	+	24969937	24973320	0.476507	0.225700	0.405086
gene:AT1G66940	-	1	-	24973028	24974946	12.773185	5.314241	9.537993
gene:AT1G67000	-	1	-	25003818	25007647	0.120795	0.044203	0.079335
gene:AT1G66970	-	1	-	24992386	24996359	6.787121	2.623022	4.707797
gene:AT1G67020	-	1	-	25010710	25012987	0.055312	0.020240	0.036328
gene:AT1G67025	-	1	-	25013026	25014725	0.148235	0.054244	0.097357
gene:AT1G67030	-	1	+	25016402	25017512	23.503151	8.600575	15.436301
gene:AT1G08877	-	1	-	25017842	25018140	0.000000	0.000000	0.000000
gene:AT1G67035	-	1	+	25018077	25019057	4.998981	1.829291	3.283210
gene:AT1G67040	-	1	-	25019105	25022704	11.840013	4.416929	7.927498
gene:AT1G08883	-	1	+	25022639	25022891	0.000000	0.000000	0.000000
gene:AT1G67050	-	1	-	25028538	25029857	24.756819	9.059333	16.259680
gene:AT1G67070	-	1	+	25041833	25044659	3.475737	1.636422	2.937048
gene:AT1G67060	-	1	+	25036502	25039439	20.394184	11.483438	20.610462
gene:AT1G67080	-	1	-	25045151	25047103	67.402542	25.848724	46.393257
gene:AT1G67100	-	1	+	25053673	25054864	1.821256	0.666457	1.196157
gene:AT1G67110	-	1	-	25061673	25065446	1.825389	0.768689	1.379642
gene:AT1G67120	-	1	-	25069428	25095638	11.147686	4.084467	7.330797
gene:AT1G08903	-	1	-	25119573	25119824	2.436508	0.891598	1.600240
gene:AT1G67150	-	1	+	25122404	25125025	3.078377	1.143876	2.053028
gene:AT1G67160	-	1	-	25124819	25127098	0.091433	0.033458	0.060051
gene:AT1G67148	-	1	+	25121211	25121947	41.574299	15.213402	27.304996
gene:AT1G67170	-	1	+	25127173	25129464	13.699230	5.181735	9.300171
gene:AT1G67180	-	1	+	25129647	25132283	8.480760	3.532500	6.340127
gene:AT1G67190	-	1	+	25132498	25134470	19.985914	7.456809	13.383471
gene:AT1G67195	-	1	-	25137456	25137563	8.416667	3.079935	5.527864
gene:AT1G67210	-	1	+	25140815	25144049	7.714366	2.887069	5.181707
gene:AT1G67140	-	1	-	25100848	25117531	33.130161	12.214799	21.923105
gene:AT1G67238	-	1	-	25158115	25158454	1.020588	0.373467	0.670298
gene:AT1G67260	-	1	-	25167418	25169707	0.284120	0.189743	0.340551
gene:AT1G67265	-	1	-	25175558	25176230	0.374443	0.137021	0.245925
gene:AT1G67270	-	1	-	25183019	25185939	0.888186	0.325016	0.583339
gene:AT1G67250	-	1	-	25163599	25165056	91.834251	33.605171	60.314514
gene:AT1G67230	-	1	-	25151211	25156389	70.855331	25.928293	46.536068
gene:AT1G67090	-	1	-	25048158	25049667	22554.035156	8253.262695	14812.945312
gene:AT1G67280	-	1	-	25188238	25190694	486.209839	177.920166	319.330872
gene:AT1G67300	-	1	-	25193704	25197158	48.577774	19.515072	35.025627
gene:AT1G67310	-	1	-	25198182	25203126	56.757130	20.769299	37.276711
gene:AT1G67320	-	1	-	25205279	25209101	14.429690	5.610085	10.068974
gene:AT1G67325	-	1	-	25209394	25213253	15.681661	5.738435	10.299336
gene:AT1G67330	-	1	+	25213852	25215174	0.000000	0.000000	0.000000
gene:AT1G67328	-	1	-	25213853	25215290	26.987482	9.875607	17.724726
gene:AT1G67340	-	1	+	25230239	25231943	41.273785	15.103435	27.107624
gene:AT1G67365	-	1	+	25238395	25239330	1.431629	0.523880	0.940259
gene:AT1G67370	-	1	-	25239117	25243837	1.082049	0.395957	0.710664
gene:AT1G67400	-	1	-	25247918	25251191	1.803732	0.660045	1.184648
gene:AT1G67410	-	1	-	25251166	25253682	9.314516	3.774232	6.773987
gene:AT1G67350	-	1	+	25235271	25236878	230.818329	85.796486	153.987427
gene:AT1G67360	-	1	-	25236781	25238216	49.161644	19.455347	34.918430
gene:AT1G67420	-	1	+	25255155	25260590	8.141956	3.068394	5.507150
gene:AT1G67455	-	1	+	25267925	25269475	0.000000	0.000000	0.000000
gene:AT1G67460	-	1	-	25269428	25271904	1.735946	0.637890	1.144884
gene:AT1G67470	-	1	+	25272122	25273860	2.972398	1.087698	1.952199
gene:AT1G67430	-	1	+	25262134	25263857	27.106968	9.919331	17.803202
gene:AT1G08937	-	1	+	25262574	25262706	5.255639	1.923211	3.451777
gene:AT1G67440	-	1	-	25263757	25265861	42.426079	16.341311	29.329363
gene:AT1G67480	-	1	+	25276183	25278780	101.061302	45.105495	80.955292
gene:AT1G67481	-	1	-	25278944	25279207	1.537879	0.562760	1.010042
gene:AT1G67490	-	1	-	25280410	25286749	28.705254	10.504195	18.852917
gene:AT1G67510	-	1	-	25297306	25300353	7.781600	2.847543	5.110767
gene:AT1G67520	-	1	-	25302628	25306357	2.121807	0.789006	1.416107
gene:AT1G67500	-	1	-	25287356	25296988	13.198651	4.962260	8.906258
gene:AT1G67560	-	1	+	25319804	25324581	11.489521	4.204393	7.546040
gene:AT1G67530	-	1	+	25307617	25311308	14.067119	5.979783	10.732507
gene:AT1G67540	-	1	-	25311242	25312482	0.000000	0.000000	0.000000
gene:AT1G67550	-	1	+	25312660	25317495	33.231140	12.160366	21.825411
gene:AT1G67570	-	1	+	25325138	25327286	5.600317	2.052340	3.683538
gene:AT1G67580	-	1	-	25327282	25331461	51.908905	18.995174	34.092514
gene:AT1G67600	-	1	-	25336235	25337747	6.207200	2.271419	4.076739
gene:AT1G67590	-	1	-	25333058	25335025	34.920532	14.244206	25.565485
gene:AT1G08947	-	1	-	25338081	25338392	7.121795	2.606099	4.677423
gene:AT1G67620	-	1	+	25340353	25342082	18.429935	6.744119	12.104337
gene:AT1G67635	-	1	+	25349342	25350384	0.000000	0.000000	0.000000
gene:AT1G67640	-	1	-	25351906	25354026	0.000000	0.000000	0.000000
gene:AT1G67630	-	1	-	25344440	25348406	16.919386	6.191360	11.112244
gene:AT1G67710	-	1	-	25376679	25379217	7.635247	3.519530	6.316848
gene:AT1G08953	-	1	-	25386024	25386265	0.000000	0.000000	0.000000
gene:AT1G67720	-	1	+	25386131	25391258	19.492546	7.132963	12.802234
gene:AT1G67760	-	1	-	25405316	25406418	1.972195	0.721691	1.295290
gene:AT1G67770	-	1	+	25407864	25410165	0.000000	0.000000	0.000000
gene:AT1G67730	-	1	+	25391338	25393889	35.439251	12.968387	23.275644
gene:AT1G67740	-	1	-	25394031	25395249	4.216571	1.542982	2.769342
gene:AT1G67750	-	1	+	25401514	25403595	14.332224	5.244632	9.413058
gene:AT1G67650	-	1	-	25359612	25362444	1.982121	0.725323	1.301809
gene:AT1G67660	-	1	+	25363502	25365314	58.635757	25.353750	45.504879
gene:AT1G67670	-	1	+	25365370	25365740	0.000000	0.000000	0.000000
gene:AT1G67680	-	1	-	25365756	25368834	26.290712	9.620636	17.267105
gene:AT1G67690	-	1	+	25368874	25373977	15.029707	5.499864	9.871148
gene:AT1G67700	-	1	+	25374072	25376085	751.452271	305.642639	548.567078
gene:AT1G67780	-	1	+	25412666	25415797	5.018405	1.836399	3.295967
gene:AT1G67785	-	1	-	25415771	25417222	204.264816	74.747208	134.156204
gene:AT1G67792	-	1	+	25417378	25420252	12.794559	4.824667	8.659307
gene:AT1G67790	-	1	-	25417542	25420099	1.223880	0.447858	0.803815
gene:AT1G67800	-	1	-	25420646	25423731	22.028580	8.475841	15.212427
gene:AT1G67810	-	1	+	25426234	25427461	43.842834	16.043533	28.794916
gene:AT1G67820	-	1	+	25429750	25431600	7.191837	2.771431	4.974160
gene:AT1G67830	-	1	-	25431549	25433091	46.633247	17.064638	30.627590
gene:AT1G67855	-	1	-	25442256	25442876	0.000000	0.000000	0.000000
gene:AT1G67856	-	1	+	25442404	25443690	1.832945	0.670735	1.203834
gene:AT1G67840	-	1	+	25434027	25437096	111.351761	41.019497	73.621742
gene:AT1G67850	-	1	+	25437900	25442221	16.660017	7.343335	13.179808
gene:AT1G67880	-	1	-	25453823	25455823	14.711271	5.383337	9.662007
gene:AT1G67870	-	1	-	25449222	25451051	283.731995	103.826859	186.348328
gene:AT1G67890	-	1	+	25457033	25462847	23.942039	10.937786	19.631124
gene:AT1G67910	-	1	-	25471288	25472577	9.596898	5.411870	9.713217
gene:AT1G67900	-	1	+	25464376	25470189	20.016912	15.142540	27.177811
gene:AT1G67970	-	1	-	25484449	25486512	19.826061	7.255007	13.021278
gene:AT1G67980	-	1	+	25487682	25489312	4.889187	1.789114	3.211100
gene:AT1G67920	-	1	+	25473544	25474140	19.716072	7.214758	12.949039
gene:AT1G67930	-	1	-	25474140	25477545	30.727419	11.244173	20.181026
gene:AT1G67940	-	1	+	25477670	25478803	33.781116	12.361621	22.186621
gene:AT1G67950	-	1	-	25478713	25480580	33.699982	17.009069	30.527859
gene:AT1G08963	-	1	+	25480035	25480431	0.000000	0.000000	0.000000
gene:AT1G67960	-	1	-	25480652	25484396	24.204576	8.857250	15.896981
gene:AT1G68020	-	1	+	25496928	25500584	32.618847	14.107262	25.319696
gene:AT1G68030	-	1	-	25500378	25501803	4.211847	1.598821	2.869563
gene:AT1G68070	-	1	-	25515232	25517061	23.329350	8.536976	15.322154
gene:AT1G68050	-	1	+	25508639	25510907	65.708412	24.044868	43.155697
gene:AT1G68060	-	1	-	25510887	25514601	68.088814	24.915936	44.719090
gene:AT1G68080	-	1	+	25517411	25519653	14.055555	6.086223	10.923545
gene:AT1G68090	-	1	-	25519305	25520895	0.000000	0.000000	0.000000
gene:AT1G68000	-	1	+	25490911	25493077	89.397675	32.713547	58.714233
gene:AT1G68010	-	1	+	25493193	25496053	1159.549561	587.090881	1053.709961
gene:AT1G68110	-	1	+	25524718	25526150	4.066992	1.488246	2.671102
gene:AT1G68120	-	1	-	25526296	25527105	2.707407	0.990729	1.778159
gene:AT1G68100	-	1	+	25521100	25524250	43.481419	16.437193	29.501451
gene:AT1G68130	-	1	+	25532008	25534698	7.810189	3.035756	5.448571
gene:AT1G68140	-	1	-	25538924	25541823	19.987387	9.973716	17.900812
gene:AT1G68170	-	1	+	25551490	25554471	0.290867	0.106438	0.191034
gene:AT1G68180	-	1	+	25554721	25556097	0.885490	0.324030	0.581568
gene:AT1G68150	-	1	+	25543949	25545791	8.386536	3.068909	5.508074
gene:AT1G68160	-	1	-	25545758	25548894	22.898067	8.379155	15.038898
gene:AT1G68185	-	1	+	25556383	25558533	24.164097	9.818813	17.622793
gene:AT1G68200	-	1	+	25561638	25564272	0.848330	0.372898	0.669278
gene:AT1G68190	-	1	+	25558794	25561248	109.225189	50.452290	90.551704
gene:AT1G68220	-	1	+	25570092	25571733	46.869911	17.151239	30.783026
gene:AT1G68230	-	1	+	25572119	25573447	20.654884	7.862444	14.111505
gene:AT1G68238	-	1	+	25574381	25574835	28.692308	10.499458	18.844416
gene:AT1G68240	-	1	-	25574864	25576129	0.468127	0.171303	0.307454
gene:AT1G68280	-	1	-	25592286	25593640	0.504348	0.184557	0.331244
gene:AT1G68260	-	1	-	25585774	25587717	45.791245	16.756521	30.074583
gene:AT1G68320	-	1	+	25603676	25605181	1.638973	0.599754	1.076438
gene:AT1G68330	-	1	+	25610723	25612469	6.509445	2.382020	4.275246
gene:AT1G68350	-	1	+	25616405	25617265	0.650406	0.238005	0.427171
gene:AT1G68340	-	1	-	25613926	25615404	5.767411	2.288497	4.107393
gene:AT1G68360	-	1	-	25621533	25622593	2.249764	0.823263	1.477591
gene:AT1G08973	-	1	-	25596554	25598435	4.921910	1.811014	3.250406
gene:AT1G68290	-	1	+	25596671	25598438	1.463382	0.535500	0.961114
gene:AT1G68300	-	1	-	25598331	25599350	105.139366	38.473949	69.052994
gene:AT1G68310	-	1	+	25599465	25601467	67.702888	25.702370	46.130581
gene:AT1G68390	-	1	+	25642534	25645607	2.589480	0.947576	1.700708
gene:AT1G68370	-	1	-	25631689	25634780	65.284859	23.889875	42.877518
gene:AT1G68400	-	1	-	25646039	25649254	18.090305	6.619837	11.881276
gene:AT1G08987	-	1	+	25647323	25647396	0.000000	0.000000	0.000000
gene:AT1G68430	-	1	-	25654630	25655574	4.557672	1.667802	2.993369
gene:AT1G68410	-	1	-	25649624	25653019	27.859756	10.608643	19.040379
gene:AT1G68450	-	1	-	25661487	25662276	2.437975	0.892135	1.601203
gene:AT1G68460	-	1	-	25668610	25670345	0.135369	0.049536	0.088907
gene:AT1G68440	-	1	+	25657757	25659484	40.731480	14.904987	26.751451
gene:AT1G68480	-	1	-	25684314	25686195	0.715782	0.343881	0.617197
gene:AT1G68470	-	1	-	25676361	25678468	9.583571	3.506943	6.294258
gene:AT1G68500	-	1	+	25701770	25702778	6.981170	2.554640	4.585064
gene:AT1G68490	-	1	+	25693449	25696250	54.126007	19.806484	35.548656
gene:AT1G68510	-	1	+	25706882	25708503	0.000000	0.000000	0.000000
gene:AT1G68520	-	1	-	25708175	25710989	125.933510	46.083210	82.710091
gene:AT1G68530	-	1	-	25712414	25715024	30.790503	13.196623	23.685282
gene:AT1G68540	-	1	+	25719958	25721549	22.942537	8.955991	16.074202
gene:AT1G68550	-	1	-	25725455	25727701	20.182245	7.686379	13.795505
gene:AT1G68560	-	1	-	25734060	25738134	19.549702	7.153879	12.839772
gene:AT1G68570	-	1	+	25746697	25750291	19.526527	7.189929	12.904473
gene:AT1G68568	-	1	-	25746977	25747964	0.822693	0.915530	1.643192
gene:AT1G68620	-	1	+	25765718	25767240	0.689429	0.252285	0.452800
gene:AT1G68600	-	1	+	25759736	25762982	33.472645	12.248741	21.984024
gene:AT1G68630	-	1	+	25768539	25770260	0.044761	0.016380	0.029398
gene:AT1G68640	-	1	-	25769576	25772650	5.764176	2.109301	3.785772
gene:AT1G09003	-	1	+	25772220	25772475	0.000000	0.000000	0.000000
gene:AT1G68580	-	1	+	25752624	25756113	39.751934	15.362509	27.572609
gene:AT1G68585	-	1	+	25756600	25757563	25.660522	9.390028	16.853210
gene:AT1G68590	-	1	-	25757404	25758411	812.268433	298.938965	536.535278
gene:AT1G68650	-	1	+	25775731	25777910	25.508339	9.334340	16.753260
gene:AT1G68660	-	1	-	25777851	25779249	267.476715	98.580246	176.931686
gene:AT1G68670	-	1	+	25781801	25784118	55.310848	20.240057	36.326828
gene:AT1G68680	-	1	+	25785506	25787342	32.547241	11.910106	21.376242
gene:AT1G09007	-	1	-	25787192	25787611	0.000000	0.000000	0.000000
gene:AT1G68690	-	1	+	25788305	25792324	6.925658	2.920062	5.240923
gene:AT1G68700	-	1	+	25792593	25793123	0.000000	0.000000	0.000000
gene:AT1G68710	-	1	-	25793207	25799061	2.991369	1.112473	1.996664
gene:AT1G68723	-	1	-	25809246	25809811	0.000000	0.000000	0.000000
gene:AT1G68725	-	1	+	25809298	25810130	1.372155	0.502117	0.901198
gene:AT1G68730	-	1	-	25810321	25811180	56.407078	20.641203	37.046806
gene:AT1G68720	-	1	+	25804392	25809031	47.735199	17.467878	31.351326
gene:AT1G68765	-	1	-	25829917	25830781	0.408092	0.149334	0.268025
gene:AT1G68760	-	1	+	25828890	25829813	22.299999	8.160303	14.646101
gene:AT1G68770	-	1	+	25829654	25829725	0.000000	0.000000	0.000000
gene:AT1G68740	-	1	-	25812449	25816983	24.837358	9.500036	17.050655
gene:AT1G68780	-	1	-	25831662	25833966	18.794788	6.877631	12.343963
gene:AT1G68795	-	1	-	25840626	25841686	4.885957	1.787932	3.208979
gene:AT1G68800	-	1	-	25845892	25850131	0.144127	0.052741	0.094659
gene:AT1G09013	-	1	+	25848544	25848803	0.000000	0.000000	0.000000
gene:AT1G68790	-	1	-	25834686	25839541	50.536266	18.492882	33.191002
gene:AT1G68810	-	1	+	25861094	25863534	31.259979	11.439054	20.530800
gene:AT1G68825	-	1	-	25869700	25870420	2.508646	1.206608	2.165618
gene:AT1G68820	-	1	+	25865471	25869029	38.959011	15.634453	28.060698
gene:AT1G68845	-	1	+	25882434	25883045	0.000000	0.000000	0.000000
gene:AT1G68840	-	1	+	25880155	25882222	21.919338	9.165592	16.450394
gene:AT1G68850	-	1	-	25883556	25885261	24.037918	8.796265	15.787524
gene:AT1G68880	-	1	-	25893971	25895056	7.615101	2.786616	5.001414
gene:AT1G68862	-	1	-	25886673	25889127	6.342580	6.091212	10.932500
gene:AT1G68870	-	1	+	25889074	25889734	7.546479	2.761505	4.956345
gene:AT1G68872	-	1	-	25889284	25891750	8.553263	3.629429	6.514095
gene:AT1G68830	-	1	-	25872412	25875662	251.380127	91.988251	165.100403
gene:AT1G68910	-	1	-	25908046	25911277	40.273266	15.766343	28.297417
gene:AT1G68890	-	1	+	25896854	25906714	52.780499	19.778963	35.499260
gene:AT1G68920	-	1	+	25914976	25918007	38.817814	14.725463	26.429243
gene:AT1G68945	-	1	+	25926849	25927337	19.928425	7.292465	13.088508
gene:AT1G09027	-	1	-	25926968	25927100	0.000000	0.000000	0.000000
gene:AT1G68930	-	1	+	25918066	25921034	2.599099	0.985588	1.768932
gene:AT1G09023	-	1	+	25921325	25926267	18.598955	7.995713	14.350696
gene:AT1G68940	-	1	-	25921453	25926075	1.063651	0.412073	0.739587
gene:AT1G68935	-	1	+	25921525	25923094	0.384981	0.140877	0.252846
gene:AT1G68937	-	1	+	25925469	25926222	0.000000	0.000000	0.000000
gene:AT1G68980	-	1	+	25932955	25935030	13.392100	4.900609	8.795608
gene:AT1G68990	-	1	-	25934997	25940996	17.324896	6.377669	11.446633
gene:AT1G69010	-	1	+	25941629	25944265	36.158329	13.231521	23.747917
gene:AT1G69020	-	1	-	25943886	25947211	9.691930	3.546596	6.365426
gene:AT1G69030	-	1	-	25947236	25949340	42.089386	15.401890	27.643291
gene:AT1G69050	-	1	+	25961604	25962435	2.188702	0.800918	1.437487
gene:AT1G69040	-	1	+	25957567	25960401	101.598610	43.654453	78.350960
gene:AT1G69085	-	1	+	25974861	25975997	0.572485	0.209491	0.375994
gene:AT1G69080	-	1	-	25971915	25973505	9.289749	3.445888	6.184676
gene:AT1G69120	-	1	-	25982294	25986349	0.955823	0.468957	0.841683
gene:AT1G69150	-	1	-	25993262	25995435	0.264489	0.096785	0.173710
gene:AT1G69060	-	1	+	25964319	25967450	18.781195	6.872656	12.335034
gene:AT1G69070	-	1	-	25967312	25971542	22.825102	8.855149	15.893211
gene:AT1G69160	-	1	+	25999837	26001614	60.705288	22.214060	39.869766
gene:AT1G69170	-	1	+	26005068	26007368	17.723888	6.485753	11.640621
gene:AT1G69180	-	1	-	26007350	26009141	0.000000	0.000000	0.000000
gene:AT1G69240	-	1	-	26027882	26030312	3.022864	1.106165	1.985344
gene:AT1G69250	-	1	+	26032637	26035515	34.771103	13.701694	24.591784
gene:AT1G69200	-	1	+	26016024	26018365	47.167210	17.260033	30.978283
gene:AT1G69210	-	1	-	26018438	26020058	6.256722	2.446236	4.390502
gene:AT1G69220	-	1	-	26020089	26026285	40.055614	14.657666	26.307562
gene:AT1G69230	-	1	-	26026253	26027771	18.655128	6.826524	12.252237
gene:AT1G69252	-	1	+	26036570	26037659	91.486237	35.427986	63.586105
gene:AT1G69260	-	1	+	26038905	26040720	6.410812	2.345927	4.210466
gene:AT1G69270	-	1	-	26040689	26042741	9.640292	3.527700	6.331511
gene:AT1G09053	-	1	+	26041040	26042686	5.708205	2.088820	3.749011
gene:AT1G69280	-	1	-	26045158	26048190	4.129351	1.609787	2.889244
gene:AT1G69290	-	1	-	26047372	26049348	10.373619	3.796048	6.813142
gene:AT1G69295	-	1	-	26050143	26052721	44.505802	17.725897	31.814419
gene:AT1G69320	-	1	+	26061774	26062536	1.938401	0.709325	1.273095
gene:AT1G69310	-	1	-	26054275	26058383	19.842512	8.118567	14.571196
gene:AT1G69350	-	1	+	26069880	26072245	1.230347	0.450224	0.808062
gene:AT1G69360	-	1	-	26072284	26076374	21.923943	8.022691	14.399116
gene:AT1G69325	-	1	+	26063187	26063877	7.030946	2.572854	4.617755
gene:AT1G69330	-	1	-	26063662	26065518	24.631958	9.013642	16.177675
gene:AT1G69340	-	1	+	26065698	26069843	64.476799	26.891214	48.264317
gene:AT1G69370	-	1	+	26079956	26081727	35.463284	12.977180	23.291428
gene:AT1G69380	-	1	-	26081566	26083606	24.070412	8.808155	15.808866
gene:AT1G69390	-	1	+	26084562	26086512	144.688019	52.946102	95.027596
gene:AT1G69400	-	1	+	26086881	26089034	8.619168	3.330988	5.978453
gene:AT1G69410	-	1	+	26089030	26090734	44.650620	16.339128	29.325449
gene:AT1G69430	-	1	+	26097729	26099388	0.636145	0.232786	0.417805
gene:AT1G69440	-	1	-	26101407	26105328	6.050247	2.213984	3.973656
gene:AT1G69420	-	1	+	26093026	26097167	66.791061	24.681370	44.298092
gene:AT1G69450	-	1	-	26106790	26110357	58.802155	22.376501	40.161316
gene:AT1G69460	-	1	-	26111688	26113256	72.085815	26.378569	47.344223
gene:AT1G69485	-	1	-	26118229	26119710	1.982639	0.725513	1.302149
gene:AT1G69470	-	1	+	26113575	26113997	0.000000	0.000000	0.000000
gene:AT1G69480	-	1	-	26113990	26117955	2.878284	1.130609	2.029215
gene:AT1G69490	-	1	+	26122080	26123514	15.861022	5.804069	10.417136
gene:AT1G69510	-	1	+	26126304	26128068	198.211456	102.290894	183.591568
gene:AT1G69520	-	1	+	26128288	26129602	20.688257	8.970367	16.100004
gene:AT1G69523	-	1	+	26129551	26131292	56.572857	20.701868	37.155685
gene:AT1G69526	-	1	+	26131294	26133313	12.708906	5.197523	9.328507
gene:AT1G09063	-	1	-	26133255	26133539	0.000000	0.000000	0.000000
